"mac","comment","host","ip","ipv4","ipv6","active","persist","vendor","host_typ","interface"
"05:52:53:06:0F:83","","vellum","192.168.1.33","192.168.1.33","fe80::75:8fa2:4701:fd84;fe80::a0:4701:8c92:74e2",true,true,"Ebook reader","tablet","pub"
